month,date,tier,bucket_name,unlock_tokens,unlock_pct_of_bucket,cumulative_tokens,cumulative_pct_of_bucket,notes
26,2027-04-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,32500000,54.2,Linear vesting
26,2027-04-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,33750000,56.3,Linear vesting
26,2027-04-05,tier_1_profit_seeking,Team,13333000,2.8,199995000,41.7,Linear vesting
26,2027-04-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,328500000,33.2,Linear vesting
26,2027-04-05,tier_2_entity_controlled,Development Company,3214000,1.8,112494000,62.5,Linear vesting
26,2027-04-05,tier_3_community,Community Incentives,13964000,2.0,396744000,57.5,Linear vesting
27,2027-05-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,175000000,58.3,Linear vesting
27,2027-05-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,33750000,56.3,Linear vesting
27,2027-05-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,35000000,58.3,Linear vesting
27,2027-05-05,tier_1_profit_seeking,Team,13333000,2.8,213328000,44.4,Linear vesting
27,2027-05-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,343200000,34.7,Linear vesting
27,2027-05-05,tier_2_entity_controlled,Development Company,3214000,1.8,115708000,64.3,Linear vesting
27,2027-05-05,tier_3_community,Community Incentives,13964000,2.0,410708000,59.5,Linear vesting
28,2027-06-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,181250000,60.4,Linear vesting
28,2027-06-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,35000000,58.3,Linear vesting
28,2027-06-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,36250000,60.4,Linear vesting
28,2027-06-05,tier_1_profit_seeking,Team,13333000,2.8,226661000,47.2,Linear vesting
28,2027-06-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,357900000,36.2,Linear vesting
28,2027-06-05,tier_2_entity_controlled,Development Company,3214000,1.8,118922000,66.1,Linear vesting
28,2027-06-05,tier_3_community,Community Incentives,13964000,2.0,424672000,61.5,Linear vesting
29,2027-07-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,187500000,62.5,Linear vesting
29,2027-07-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,36250000,60.4,Linear vesting
29,2027-07-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,37500000,62.5,Linear vesting
29,2027-07-05,tier_1_profit_seeking,Team,13333000,2.8,239994000,50.0,Linear vesting
29,2027-07-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,372600000,37.6,Linear vesting
29,2027-07-05,tier_2_entity_controlled,Development Company,3214000,1.8,122136000,67.9,Linear vesting
29,2027-07-05,tier_3_community,Community Incentives,13964000,2.0,438636000,63.6,Linear vesting
30,2027-08-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,193750000,64.6,Linear vesting
30,2027-08-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,37500000,62.5,Linear vesting
30,2027-08-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,38750000,64.6,Linear vesting
30,2027-08-05,tier_1_profit_seeking,Team,13333000,2.8,253327000,52.8,Linear vesting
30,2027-08-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,387300000,39.1,Linear vesting
30,2027-08-05,tier_2_entity_controlled,Development Company,3214000,1.8,125350000,69.6,Linear vesting
30,2027-08-05,tier_3_community,Community Incentives,13964000,2.0,452600000,65.6,Linear vesting
31,2027-09-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,200000000,66.7,Linear vesting
31,2027-09-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,38750000,64.6,Linear vesting
31,2027-09-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,40000000,66.7,Linear vesting
31,2027-09-05,tier_1_profit_seeking,Team,13333000,2.8,266660000,55.6,Linear vesting
31,2027-09-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,402000000,40.6,Linear vesting
31,2027-09-05,tier_2_entity_controlled,Development Company,3214000,1.8,128564000,71.4,Linear vesting
31,2027-09-05,tier_3_community,Community Incentives,13964000,2.0,466564000,67.6,Linear vesting
32,2027-10-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,206250000,68.8,Linear vesting
32,2027-10-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,40000000,66.7,Linear vesting
32,2027-10-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,41250000,68.8,Linear vesting
32,2027-10-05,tier_1_profit_seeking,Team,13333000,2.8,279993000,58.3,Linear vesting
32,2027-10-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,416700000,42.1,Linear vesting
32,2027-10-05,tier_2_entity_controlled,Development Company,3214000,1.8,131778000,73.2,Linear vesting
32,2027-10-05,tier_3_community,Community Incentives,13964000,2.0,480528000,69.6,Linear vesting
33,2027-11-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,212500000,70.8,Linear vesting
33,2027-11-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,41250000,68.8,Linear vesting
33,2027-11-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,42500000,70.8,Linear vesting
33,2027-11-05,tier_1_profit_seeking,Team,13333000,2.8,293326000,61.1,Linear vesting
33,2027-11-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,431400000,43.6,Linear vesting
33,2027-11-05,tier_2_entity_controlled,Development Company,3214000,1.8,134992000,75.0,Linear vesting
33,2027-11-05,tier_3_community,Community Incentives,13964000,2.0,494492000,71.7,Linear vesting
34,2027-12-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,218750000,72.9,Linear vesting
34,2027-12-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,42500000,70.8,Linear vesting
34,2027-12-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,43750000,72.9,Linear vesting
34,2027-12-05,tier_1_profit_seeking,Team,13333000,2.8,306659000,63.9,Linear vesting
34,2027-12-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,446100000,45.1,Linear vesting
34,2027-12-05,tier_2_entity_controlled,Development Company,3214000,1.8,138206000,76.8,Linear vesting
34,2027-12-05,tier_3_community,Community Incentives,13964000,2.0,508456000,73.7,Linear vesting
35,2028-01-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,225000000,75.0,Linear vesting
35,2028-01-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,43750000,72.9,Linear vesting
35,2028-01-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,45000000,75.0,Linear vesting
35,2028-01-05,tier_1_profit_seeking,Team,13333000,2.8,319992000,66.7,Linear vesting
35,2028-01-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,460800000,46.5,Linear vesting
35,2028-01-05,tier_2_entity_controlled,Development Company,3214000,1.8,141420000,78.6,Linear vesting
35,2028-01-05,tier_3_community,Community Incentives,13964000,2.0,522420000,75.7,Linear vesting
36,2028-02-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,231250000,77.1,Linear vesting
36,2028-02-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,45000000,75.0,Linear vesting
36,2028-02-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,46250000,77.1,Linear vesting
36,2028-02-05,tier_1_profit_seeking,Team,13333000,2.8,333325000,69.4,Linear vesting
36,2028-02-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,475500000,48.0,Linear vesting
36,2028-02-05,tier_2_entity_controlled,Development Company,3214000,1.8,144634000,80.4,Linear vesting
36,2028-02-05,tier_3_community,Community Incentives,13964000,2.0,536384000,77.7,Linear vesting
37,2028-03-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,237500000,79.2,Linear vesting
37,2028-03-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,46250000,77.1,Linear vesting
37,2028-03-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,47500000,79.2,Linear vesting
37,2028-03-05,tier_1_profit_seeking,Team,13333000,2.8,346658000,72.2,Linear vesting
37,2028-03-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,490200000,49.5,Linear vesting
37,2028-03-05,tier_2_entity_controlled,Development Company,3214000,1.8,147848000,82.1,Linear vesting
37,2028-03-05,tier_3_community,Community Incentives,13964000,2.0,550348000,79.8,Linear vesting
38,2028-04-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,243750000,81.3,Linear vesting
38,2028-04-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,47500000,79.2,Linear vesting
38,2028-04-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,48750000,81.3,Linear vesting
38,2028-04-05,tier_1_profit_seeking,Team,13333000,2.8,359991000,75.0,Linear vesting
38,2028-04-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,504900000,51.0,Linear vesting
38,2028-04-05,tier_2_entity_controlled,Development Company,3214000,1.8,151062000,83.9,Linear vesting
38,2028-04-05,tier_3_community,Community Incentives,13964000,2.0,564312000,81.8,Linear vesting
39,2028-05-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,250000000,83.3,Linear vesting
39,2028-05-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,48750000,81.3,Linear vesting
39,2028-05-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,50000000,83.3,Linear vesting
39,2028-05-05,tier_1_profit_seeking,Team,13333000,2.8,373324000,77.8,Linear vesting
39,2028-05-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,519600000,52.5,Linear vesting
39,2028-05-05,tier_2_entity_controlled,Development Company,3214000,1.8,154276000,85.7,Linear vesting
39,2028-05-05,tier_3_community,Community Incentives,13964000,2.0,578276000,83.8,Linear vesting
40,2028-06-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,256250000,85.4,Linear vesting
40,2028-06-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,50000000,83.3,Linear vesting
40,2028-06-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,51250000,85.4,Linear vesting
40,2028-06-05,tier_1_profit_seeking,Team,13333000,2.8,386657000,80.6,Linear vesting
40,2028-06-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,534300000,54.0,Linear vesting
40,2028-06-05,tier_2_entity_controlled,Development Company,3214000,1.8,157490000,87.5,Linear vesting
40,2028-06-05,tier_3_community,Community Incentives,13964000,2.0,592240000,85.8,Linear vesting
41,2028-07-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,262500000,87.5,Linear vesting
41,2028-07-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,51250000,85.4,Linear vesting
41,2028-07-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,52500000,87.5,Linear vesting
41,2028-07-05,tier_1_profit_seeking,Team,13333000,2.8,399990000,83.3,Linear vesting
41,2028-07-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,549000000,55.5,Linear vesting
41,2028-07-05,tier_2_entity_controlled,Development Company,3214000,1.8,160704000,89.3,Linear vesting
41,2028-07-05,tier_3_community,Community Incentives,13964000,2.0,606204000,87.9,Linear vesting
42,2028-08-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,268750000,89.6,Linear vesting
42,2028-08-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,52500000,87.5,Linear vesting
42,2028-08-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,53750000,89.6,Linear vesting
42,2028-08-05,tier_1_profit_seeking,Team,13333000,2.8,413323000,86.1,Linear vesting
42,2028-08-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,563700000,56.9,Linear vesting
42,2028-08-05,tier_2_entity_controlled,Development Company,3214000,1.8,163918000,91.1,Linear vesting
42,2028-08-05,tier_3_community,Community Incentives,13964000,2.0,620168000,89.9,Linear vesting
43,2028-09-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,275000000,91.7,Linear vesting
43,2028-09-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,53750000,89.6,Linear vesting
43,2028-09-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,55000000,91.7,Linear vesting
43,2028-09-05,tier_1_profit_seeking,Team,13333000,2.8,426656000,88.9,Linear vesting
43,2028-09-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,578400000,58.4,Linear vesting
43,2028-09-05,tier_2_entity_controlled,Development Company,3214000,1.8,167132000,92.9,Linear vesting
43,2028-09-05,tier_3_community,Community Incentives,13964000,2.0,634132000,91.9,Linear vesting
44,2028-10-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,281250000,93.8,Linear vesting
44,2028-10-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,55000000,91.7,Linear vesting
44,2028-10-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,56250000,93.8,Linear vesting
44,2028-10-05,tier_1_profit_seeking,Team,13333000,2.8,439989000,91.7,Linear vesting
44,2028-10-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,593100000,59.9,Linear vesting
44,2028-10-05,tier_2_entity_controlled,Development Company,3214000,1.8,170346000,94.6,Linear vesting
44,2028-10-05,tier_3_community,Community Incentives,13964000,2.0,648096000,93.9,Linear vesting
45,2028-11-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,287500000,95.8,Linear vesting
45,2028-11-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,56250000,93.8,Linear vesting
45,2028-11-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,57500000,95.8,Linear vesting
45,2028-11-05,tier_1_profit_seeking,Team,13333000,2.8,453322000,94.4,Linear vesting
45,2028-11-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,607800000,61.4,Linear vesting
45,2028-11-05,tier_2_entity_controlled,Development Company,3214000,1.8,173560000,96.4,Linear vesting
45,2028-11-05,tier_3_community,Community Incentives,13964000,2.0,662060000,96.0,Linear vesting
46,2028-12-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,293750000,97.9,Linear vesting
46,2028-12-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,57500000,95.8,Linear vesting
46,2028-12-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,58750000,97.9,Linear vesting
46,2028-12-05,tier_1_profit_seeking,Team,13333000,2.8,466655000,97.2,Linear vesting
46,2028-12-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,622500000,62.9,Linear vesting
46,2028-12-05,tier_2_entity_controlled,Development Company,3214000,1.8,176774000,98.2,Linear vesting
46,2028-12-05,tier_3_community,Community Incentives,13964000,2.0,676024000,98.0,Linear vesting
47,2029-01-05,tier_1_profit_seeking,Seed Round 1,6250000,2.1,300000000,100.0,Final vest - complete
47,2029-01-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,58750000,97.9,Linear vesting
47,2029-01-05,tier_1_profit_seeking,Strategic Round,1250000,2.1,60000000,100.0,Final vest - complete
47,2029-01-05,tier_1_profit_seeking,Team,13345000,2.8,480000000,100.0,Final vest - complete (adjusted for rounding)
47,2029-01-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,637200000,64.3,Linear vesting
47,2029-01-05,tier_2_entity_controlled,Development Company,3226000,1.8,180000000,100.0,Final vest - complete (adjusted for rounding)
47,2029-01-05,tier_3_community,Community Incentives,13976000,2.0,690000000,100.0,Final vest - complete (adjusted for rounding)
48,2029-02-05,tier_1_profit_seeking,Seed Round 2,1250000,2.1,60000000,100.0,Final vest - complete
48,2029-02-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,651900000,65.9,Linear vesting
49,2029-03-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,666600000,67.3,Linear vesting
50,2029-04-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,681300000,68.8,Linear vesting
51,2029-05-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,696000000,70.3,Linear vesting
52,2029-06-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,710700000,71.8,Linear vesting
53,2029-07-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,725400000,73.3,Linear vesting
54,2029-08-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,740100000,74.8,Linear vesting
55,2029-09-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,754800000,76.2,Linear vesting
56,2029-10-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,769500000,77.7,Linear vesting
57,2029-11-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,784200000,79.2,Linear vesting
58,2029-12-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,798900000,80.7,Linear vesting
59,2030-01-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,813600000,82.2,Linear vesting
60,2030-02-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,828300000,83.7,Linear vesting
61,2030-03-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,843000000,85.2,Linear vesting
62,2030-04-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,857700000,86.6,Linear vesting
63,2030-05-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,872400000,88.1,Linear vesting
64,2030-06-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,887100000,89.6,Linear vesting
65,2030-07-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,901800000,91.1,Linear vesting
66,2030-08-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,916500000,92.6,Linear vesting
67,2030-09-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,931200000,94.1,Linear vesting
68,2030-10-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,945900000,95.5,Linear vesting
69,2030-11-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,960600000,97.0,Linear vesting
70,2030-12-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,975300000,98.5,Linear vesting
71,2031-01-05,tier_2_entity_controlled,Foundation Reserve,14700000,1.5,990000000,100.0,Final vest - complete
